,region,Year,population
3328,World,1843,1239880237.0
3329,World,1844,1245319917.0
3330,World,1845,1250936428.0
3331,World,1846,1256637463.0
3332,World,1847,1262424720.0
3333,World,1848,1268300005.0
3334,World,1849,1273394934.0
3335,World,1850,1278811177.0
3336,World,1851,1281055111.0
3337,World,1852,1283605123.0
3338,World,1853,1285405357.0
3339,World,1854,1287324163.0
3340,World,1855,1289344086.0
3341,World,1856,1291485555.0
3342,World,1857,1293743896.0
3343,World,1858,1296120810.0
3344,World,1859,1298874784.0
3345,World,1860,1303240270.0
3346,World,1861,1305509671.0
3347,World,1862,1309347024.0
3348,World,1863,1313556287.0
3349,World,1864,1317850567.0
3350,World,1865,1322223328.0
3351,World,1866,1326674072.0
3352,World,1867,1331210602.0
3353,World,1868,1335831902.0
3354,World,1869,1341040002.0
3355,World,1870,1348154278.0
3356,World,1871,1353210847.0
3357,World,1872,1360191149.0
3358,World,1873,1367778454.0
3359,World,1874,1375441175.0
3360,World,1875,1383207445.0
3361,World,1876,1391057502.0
3362,World,1877,1398962396.0
3363,World,1878,1406939006.0
3364,World,1879,1415456507.0
3365,World,1880,1425998659.0
3366,World,1881,1434278344.0
3367,World,1882,1444559322.0
3368,World,1883,1455464560.0
3369,World,1884,1466507494.0
3370,World,1885,1477746963.0
3371,World,1886,1489095893.0
3372,World,1887,1500609770.0
3373,World,1888,1512259811.0
3374,World,1889,1523683199.0
3375,World,1890,1536461994.0
3376,World,1891,1545880588.0
3377,World,1892,1556562451.0
3378,World,1893,1567026235.0
3379,World,1894,1577633469.0
3380,World,1895,1588397643.0
3381,World,1896,1599255683.0
3382,World,1897,1610265238.0
3383,World,1898,1621405678.0
3384,World,1899,1633219852.0
3385,World,1900,1647518056.0
3386,World,1901,1658821843.0
3387,World,1902,1672572582.0
3388,World,1903,1687012805.0
3389,World,1904,1701647404.0
3390,World,1905,1716473051.0
3391,World,1906,1731503284.0
3392,World,1907,1746736854.0
3393,World,1908,1762200207.0
3394,World,1909,1777067748.0
3395,World,1910,1793411600.0
3396,World,1911,1804963084.0
3397,World,1912,1817990952.0
3398,World,1913,1830461187.0
3399,World,1914,1843131589.0
3400,World,1915,1855949027.0
3401,World,1916,1868860304.0
3402,World,1917,1881853176.0
3403,World,1918,1895037042.0
3404,World,1919,1909044309.0
3405,World,1920,1926315432.0
3406,World,1921,1939631426.0
3407,World,1922,1955971631.0
3408,World,1923,1973057174.0
3409,World,1924,1990416385.0
3410,World,1925,2008052088.0
3411,World,1926,2025991381.0
3412,World,1927,2044254070.0
3413,World,1928,2062543972.0
3414,World,1929,2081683468.0
3415,World,1930,2104086387.0
3416,World,1931,2122248786.0
3417,World,1932,2143517525.0
3418,World,1933,2165540428.0
3419,World,1934,2187836793.0
3420,World,1935,2210412972.0
3421,World,1936,2233423401.0
3422,World,1937,2256841866.0
3423,World,1938,2280342907.0
3424,World,1939,2303127438.0
3425,World,1940,2327754744.0
3426,World,1941,2344788534.0
3427,World,1942,2363887111.0
3428,World,1943,2381765639.0
3429,World,1944,2399659920.0
3430,World,1945,2417427700.0
3431,World,1946,2435115102.0
3432,World,1947,2454045831.0
3433,World,1948,2474648090.0
3434,World,1949,2500821769.0
3435,World,1950,2499322112.0
3436,World,1951,2543130368.0
3437,World,1952,2590270976.0
3438,World,1953,2640278784.0
3439,World,1954,2691979264.0
3440,World,1955,2746072064.0
3441,World,1956,2801002752.0
3442,World,1957,2857866752.0
3443,World,1958,2916108032.0
3444,World,1959,2970292224.0
3445,World,1960,3019233536.0
3446,World,1961,3068370688.0
3447,World,1962,3126686720.0
3448,World,1963,3195779328.0
3449,World,1964,3267212288.0
3450,World,1965,3337112064.0
3451,World,1966,3406416896.0
3452,World,1967,3475448064.0
3453,World,1968,3546810880.0
3454,World,1969,3620655360.0
3455,World,1970,3695390208.0
3456,World,1971,3770163200.0
3457,World,1972,3844800768.0
3458,World,1973,3920251392.0
3459,World,1974,3995516928.0
3460,World,1975,4069437184.0
3461,World,1976,4142505728.0
3462,World,1977,4215772416.0
3463,World,1978,4289657600.0
3464,World,1979,4365582848.0
3465,World,1980,4444007936.0
3466,World,1981,4524627456.0
3467,World,1982,4607984640.0
3468,World,1983,4691884032.0
3469,World,1984,4775836160.0
3470,World,1985,4861730816.0
3471,World,1986,4950063104.0
3472,World,1987,5040984576.0
3473,World,1988,5132294144.0
3474,World,1989,5223704064.0
3475,World,1990,5316175872.0
3476,World,1991,5406245888.0
3477,World,1992,5492686336.0
3478,World,1993,5577433600.0
3479,World,1994,5660727808.0
3480,World,1995,5743219712.0
3481,World,1996,5825145344.0
3482,World,1997,5906481152.0
3483,World,1998,5987312640.0
3484,World,1999,6067758592.0
3485,World,2000,6148898816.0
3486,World,2001,6230747136.0
3487,World,2002,6312407552.0
3488,World,2003,6393898496.0
3489,World,2004,6475751424.0
3490,World,2005,6558176256.0
3491,World,2006,6641416192.0
3492,World,2007,6725948416.0
3493,World,2008,6811597312.0
3494,World,2009,6898306048.0
3495,World,2010,6985603072.0
3496,World,2011,7073125376.0
3497,World,2012,7161697792.0
3498,World,2013,7250593280.0
3499,World,2014,7339013632.0
3500,World,2015,7426597376.0
3501,World,2016,7513474048.0
3502,World,2017,7599822336.0
3503,World,2018,7683789824.0
3504,World,2019,7764951040.0
3505,World,2020,7840952832.0
3506,World,2021,7909295104.0
3507,World,2022,7975105024.0
3508,World,2023,8045311488.0
3509,World,2024,8118835712.0
3510,World,2025,8191988224.0
3511,World,2026,8264364544.0
3512,World,2027,8335977472.0
3513,World,2028,8406829056.0
3514,World,2029,8476889600.0
3515,World,2030,8546141184.0
3516,World,2031,8614533120.0
3517,World,2032,8682091520.0
3518,World,2033,8748798976.0
3519,World,2034,8814575616.0
3520,World,2035,8879397888.0
3521,World,2036,8943206400.0
3522,World,2037,9006026752.0
3523,World,2038,9067888640.0
3524,World,2039,9128660992.0
3525,World,2040,9188250624.0
3526,World,2041,9246672896.0
3527,World,2042,9303897088.0
3528,World,2043,9359836160.0
3529,World,2044,9414408192.0
3530,World,2045,9467543552.0
3531,World,2046,9519191040.0
3532,World,2047,9569298432.0
3533,World,2048,9617774592.0
3534,World,2049,9664516096.0
3535,World,2050,9709492224.0
3536,World,2051,9752656896.0
3537,World,2052,9794102272.0
3538,World,2053,9833861120.0
3539,World,2054,9871900672.0
3540,World,2055,9908304896.0
3541,World,2056,9943122944.0
3542,World,2057,9976439808.0
3543,World,2058,10008309760.0
3544,World,2059,10038706176.0
3545,World,2060,10067733504.0
3546,World,2061,10095572992.0
3547,World,2062,10122307584.0
3548,World,2063,10147949568.0
3549,World,2064,10172513280.0
3550,World,2065,10195964928.0
3551,World,2066,10218272768.0
3552,World,2067,10239584256.0
3553,World,2068,10259872768.0
3554,World,2069,10279074816.0
3555,World,2070,10297166848.0
3556,World,2071,10314142720.0
3557,World,2072,10330059776.0
3558,World,2073,10344891392.0
3559,World,2074,10358552576.0
3560,World,2075,10370994176.0
3561,World,2076,10382180352.0
3562,World,2077,10392082432.0
3563,World,2078,10400749568.0
3564,World,2079,10408266752.0
3565,World,2080,10414637056.0
3566,World,2081,10419851264.0
3567,World,2082,10424023040.0
3568,World,2083,10427226112.0
3569,World,2084,10429447168.0
3570,World,2085,10430679040.0
3571,World,2086,10430925824.0
3572,World,2087,10430267392.0
3573,World,2088,10428830720.0
3574,World,2089,10426601472.0
3575,World,2090,10423540736.0
3576,World,2091,10419647488.0
3577,World,2092,10414959616.0
3578,World,2093,10409491456.0
3579,World,2094,10403271680.0
3580,World,2095,10396305408.0
3581,World,2096,10388516864.0
3582,World,2097,10379888640.0
3583,World,2098,10370445312.0
3584,World,2099,10360269824.0
3585,World,2100,10349323264.0
