,region,Year,population
1848,Other Oceania,2053,20223352.0
1849,Other Oceania,2054,20393363.0
1850,Other Oceania,2055,20559233.0
1851,Other Oceania,2056,20721184.0
1852,Other Oceania,2057,20880285.0
1853,Other Oceania,2058,21036432.0
1854,Other Oceania,2059,21188511.0
1855,Other Oceania,2060,21336768.0
1856,Other Oceania,2061,21481274.0
1857,Other Oceania,2062,21622018.0
1858,Other Oceania,2063,21759312.0
1859,Other Oceania,2064,21894041.0
1860,Other Oceania,2065,22026142.0
1861,Other Oceania,2066,22154420.0
1862,Other Oceania,2067,22279574.0
1863,Other Oceania,2068,22401849.0
1864,Other Oceania,2069,22520995.0
1865,Other Oceania,2070,22637674.0
1866,Other Oceania,2071,22751410.0
1867,Other Oceania,2072,22861458.0
1868,Other Oceania,2073,22967485.0
1869,Other Oceania,2074,23069793.0
1870,Other Oceania,2075,23168660.0
1871,Other Oceania,2076,23263644.0
1872,Other Oceania,2077,23354108.0
1873,Other Oceania,2078,23440952.0
1874,Other Oceania,2079,23524638.0
1875,Other Oceania,2080,23605117.0
1876,Other Oceania,2081,23682928.0
1877,Other Oceania,2082,23757374.0
1878,Other Oceania,2083,23828369.0
1879,Other Oceania,2084,23896216.0
1880,Other Oceania,2085,23960525.0
1881,Other Oceania,2086,24021268.0
1882,Other Oceania,2087,24078592.0
1883,Other Oceania,2088,24132289.0
1884,Other Oceania,2089,24182551.0
1885,Other Oceania,2090,24230341.0
1886,Other Oceania,2091,24275622.0
1887,Other Oceania,2092,24318559.0
1888,Other Oceania,2093,24358813.0
1889,Other Oceania,2094,24395790.0
1890,Other Oceania,2095,24429323.0
1891,Other Oceania,2096,24459928.0
1892,Other Oceania,2097,24487505.0
1893,Other Oceania,2098,24512143.0
1894,Other Oceania,2099,24534303.0
1895,Other Oceania,2100,24553408.0
1896,S & SE Asia,-10000,372037.0
1897,S & SE Asia,-9000,566212.0
1898,S & SE Asia,-8000,856458.0
1899,S & SE Asia,-7000,1356116.0
1900,S & SE Asia,-6000,2243972.0
1901,S & SE Asia,-5000,3862076.0
1902,S & SE Asia,-4000,7112420.0
1903,S & SE Asia,-3000,13014368.0
1904,S & SE Asia,-2000,24646700.0
1905,S & SE Asia,-1000,46671813.0
1906,S & SE Asia,0,89066216.0
1907,S & SE Asia,100,94017679.0
1908,S & SE Asia,200,98979133.0
1909,S & SE Asia,300,103792582.0
1910,S & SE Asia,400,108618603.0
1911,S & SE Asia,500,113461692.0
1912,S & SE Asia,600,118323876.0
1913,S & SE Asia,700,123589897.0
1914,S & SE Asia,800,128889211.0
1915,S & SE Asia,900,134508280.0
1916,S & SE Asia,1000,140129123.0
1917,S & SE Asia,1100,146365425.0
1918,S & SE Asia,1200,152604753.0
1919,S & SE Asia,1300,156697873.0
1920,S & SE Asia,1400,165259961.0
1921,S & SE Asia,1500,173030676.0
1922,S & SE Asia,1600,186159283.0
1923,S & SE Asia,1700,225442508.0
1924,S & SE Asia,1710,230450685.0
1925,S & SE Asia,1720,235498329.0
1926,S & SE Asia,1730,240562034.0
1927,S & SE Asia,1740,245641365.0
1928,S & SE Asia,1750,250735568.0
1929,S & SE Asia,1760,256247137.0
1930,S & SE Asia,1770,261775299.0
1931,S & SE Asia,1780,267320436.0
1932,S & SE Asia,1790,272884360.0
1933,S & SE Asia,1800,277133848.0
1934,S & SE Asia,1801,277542055.0
1935,S & SE Asia,1802,277961677.0
1936,S & SE Asia,1803,278392653.0
1937,S & SE Asia,1804,278834925.0
1938,S & SE Asia,1805,279288441.0
1939,S & SE Asia,1806,279753151.0
1940,S & SE Asia,1807,280229019.0
1941,S & SE Asia,1808,280716011.0
1942,S & SE Asia,1809,281214095.0
1943,S & SE Asia,1810,281795340.0
1944,S & SE Asia,1811,282384291.0
1945,S & SE Asia,1812,283024346.0
1946,S & SE Asia,1813,283715505.0
1947,S & SE Asia,1814,284443358.0
1948,S & SE Asia,1815,285208127.0
1949,S & SE Asia,1816,286010037.0
1950,S & SE Asia,1817,286849328.0
1951,S & SE Asia,1818,287726231.0
1952,S & SE Asia,1819,288630599.0
1953,S & SE Asia,1820,289561104.0
1954,S & SE Asia,1821,290284610.0
1955,S & SE Asia,1822,291009150.0
1956,S & SE Asia,1823,292221928.0
1957,S & SE Asia,1824,293445811.0
1958,S & SE Asia,1825,294680903.0
1959,S & SE Asia,1826,295927303.0
1960,S & SE Asia,1827,297185114.0
1961,S & SE Asia,1828,298454441.0
1962,S & SE Asia,1829,299735384.0
1963,S & SE Asia,1830,301028055.0
1964,S & SE Asia,1831,302332558.0
1965,S & SE Asia,1832,303644402.0
1966,S & SE Asia,1833,304963637.0
1967,S & SE Asia,1834,306290332.0
1968,S & SE Asia,1835,307624553.0
1969,S & SE Asia,1836,308966347.0
1970,S & SE Asia,1837,310315787.0
1971,S & SE Asia,1838,311672934.0
1972,S & SE Asia,1839,313036455.0
1973,S & SE Asia,1840,314406369.0
1974,S & SE Asia,1841,315786075.0
1975,S & SE Asia,1842,317175660.0
1976,S & SE Asia,1843,318575207.0
1977,S & SE Asia,1844,319986196.0
1978,S & SE Asia,1845,321408762.0
1979,S & SE Asia,1846,322843041.0
1980,S & SE Asia,1847,324289165.0
1981,S & SE Asia,1848,325747283.0
1982,S & SE Asia,1849,327218836.0
1983,S & SE Asia,1850,328704741.0
1984,S & SE Asia,1851,330206960.0
1985,S & SE Asia,1852,331724737.0
1986,S & SE Asia,1853,333258921.0
1987,S & SE Asia,1854,334809218.0
1988,S & SE Asia,1855,336375875.0
1989,S & SE Asia,1856,337959141.0
1990,S & SE Asia,1857,339559270.0
1991,S & SE Asia,1858,341176524.0
1992,S & SE Asia,1859,342832161.0
1993,S & SE Asia,1860,344527011.0
1994,S & SE Asia,1861,346271116.0
1995,S & SE Asia,1862,348064320.0
1996,S & SE Asia,1863,349902738.0
1997,S & SE Asia,1864,351762084.0
1998,S & SE Asia,1865,353634926.0
1999,S & SE Asia,1866,355519812.0
2000,S & SE Asia,1867,357423591.0
2001,S & SE Asia,1868,359344254.0
2002,S & SE Asia,1869,361126250.0
2003,S & SE Asia,1870,362781531.0
2004,S & SE Asia,1871,364289196.0
2005,S & SE Asia,1872,365678980.0
2006,S & SE Asia,1873,366919859.0
2007,S & SE Asia,1874,368160364.0
2008,S & SE Asia,1875,369427497.0
2009,S & SE Asia,1876,370700342.0
2010,S & SE Asia,1877,371948314.0
2011,S & SE Asia,1878,373187029.0
2012,S & SE Asia,1879,374822187.0
2013,S & SE Asia,1880,376891949.0
2014,S & SE Asia,1881,379416813.0
2015,S & SE Asia,1882,382398058.0
2016,S & SE Asia,1883,385827339.0
2017,S & SE Asia,1884,389302687.0
2018,S & SE Asia,1885,392878617.0
2019,S & SE Asia,1886,396471524.0
2020,S & SE Asia,1887,400127194.0
2021,S & SE Asia,1888,403817451.0
2022,S & SE Asia,1889,407140760.0
2023,S & SE Asia,1890,410110201.0
2024,S & SE Asia,1891,412675251.0
2025,S & SE Asia,1892,414847407.0
2026,S & SE Asia,1893,416628486.0
2027,S & SE Asia,1894,418443709.0
2028,S & SE Asia,1895,420304966.0
2029,S & SE Asia,1896,422147570.0
2030,S & SE Asia,1897,424030065.0
2031,S & SE Asia,1898,425930137.0
2032,S & SE Asia,1899,428243355.0
2033,S & SE Asia,1900,430933812.0
2034,S & SE Asia,1901,433993976.0
2035,S & SE Asia,1902,437452136.0
2036,S & SE Asia,1903,441299773.0
2037,S & SE Asia,1904,445193259.0
2038,S & SE Asia,1905,449134280.0
2039,S & SE Asia,1906,453124787.0
2040,S & SE Asia,1907,457183332.0
2041,S & SE Asia,1908,461311553.0
2042,S & SE Asia,1909,465039804.0
2043,S & SE Asia,1910,468363756.0
2044,S & SE Asia,1911,471256483.0
2045,S & SE Asia,1912,473761913.0
2046,S & SE Asia,1913,475849969.0
2047,S & SE Asia,1914,477988831.0
2048,S & SE Asia,1915,480184343.0
2049,S & SE Asia,1916,482373219.0
2050,S & SE Asia,1917,484519399.0
2051,S & SE Asia,1918,486814101.0
2052,S & SE Asia,1919,489554692.0
2053,S & SE Asia,1920,492767739.0
2054,S & SE Asia,1921,496329781.0
2055,S & SE Asia,1922,500245528.0
2056,S & SE Asia,1923,504534232.0
2057,S & SE Asia,1924,508912993.0
2058,S & SE Asia,1925,513380784.0
2059,S & SE Asia,1926,517937835.0
2060,S & SE Asia,1927,522582999.0
2061,S & SE Asia,1928,527316683.0
2062,S & SE Asia,1929,532660800.0
2063,S & SE Asia,1930,538667323.0
2064,S & SE Asia,1931,545339952.0
2065,S & SE Asia,1932,552685159.0
2066,S & SE Asia,1933,560666116.0
2067,S & SE Asia,1934,568770461.0
2068,S & SE Asia,1935,577001752.0
2069,S & SE Asia,1936,585362404.0
2070,S & SE Asia,1937,593853979.0
2071,S & SE Asia,1938,602479246.0
2072,S & SE Asia,1939,609664230.0
2073,S & SE Asia,1940,615434944.0
2074,S & SE Asia,1941,619788422.0
2075,S & SE Asia,1942,622623456.0
2076,S & SE Asia,1943,623732380.0
2077,S & SE Asia,1944,624540189.0
2078,S & SE Asia,1945,625446408.0
2079,S & SE Asia,1946,626688938.0
2080,S & SE Asia,1947,628450314.0
2081,S & SE Asia,1948,630495222.0
2082,S & SE Asia,1949,634817992.0
2083,S & SE Asia,1950,623320093.0
2084,S & SE Asia,1951,636949552.0
2085,S & SE Asia,1952,651144000.0
2086,S & SE Asia,1953,665844399.0
2087,S & SE Asia,1954,681182915.0
2088,S & SE Asia,1955,697310252.0
2089,S & SE Asia,1956,714039170.0
2090,S & SE Asia,1957,731397163.0
2091,S & SE Asia,1958,749176240.0
2092,S & SE Asia,1959,767583355.0
2093,S & SE Asia,1960,786750995.0
2094,S & SE Asia,1961,806312745.0
2095,S & SE Asia,1962,826414506.0
2096,S & SE Asia,1963,847125577.0
2097,S & SE Asia,1964,868336450.0
2098,S & SE Asia,1965,889422735.0
2099,S & SE Asia,1966,910384630.0
2100,S & SE Asia,1967,931935124.0
2101,S & SE Asia,1968,954267567.0
2102,S & SE Asia,1969,977255440.0
2103,S & SE Asia,1970,1000507441.0
2104,S & SE Asia,1971,1023332096.0
2105,S & SE Asia,1972,1046832518.0
2106,S & SE Asia,1973,1071822755.0
2107,S & SE Asia,1974,1097242723.0
2108,S & SE Asia,1975,1122773652.0
2109,S & SE Asia,1976,1148448647.0
2110,S & SE Asia,1977,1174991056.0
2111,S & SE Asia,1978,1202497865.0
2112,S & SE Asia,1979,1230627515.0
2113,S & SE Asia,1980,1259704614.0
2114,S & SE Asia,1981,1289295199.0
2115,S & SE Asia,1982,1319643617.0
2116,S & SE Asia,1983,1351208394.0
2117,S & SE Asia,1984,1383366905.0
2118,S & SE Asia,1985,1415850538.0
2119,S & SE Asia,1986,1448491964.0
2120,S & SE Asia,1987,1481280295.0
2121,S & SE Asia,1988,1514490129.0
2122,S & SE Asia,1989,1548227922.0
2123,S & SE Asia,1990,1582056693.0
2124,S & SE Asia,1991,1615898028.0
2125,S & SE Asia,1992,1650553429.0
2126,S & SE Asia,1993,1686134460.0
2127,S & SE Asia,1994,1721755277.0
2128,S & SE Asia,1995,1756978559.0
2129,S & SE Asia,1996,1792012013.0
2130,S & SE Asia,1997,1827123150.0
2131,S & SE Asia,1998,1862355041.0
2132,S & SE Asia,1999,1897496768.0
2133,S & SE Asia,2000,1932343006.0
2134,S & SE Asia,2001,1967291196.0
2135,S & SE Asia,2002,2002560233.0
2136,S & SE Asia,2003,2037281590.0
2137,S & SE Asia,2004,2070904628.0
2138,S & SE Asia,2005,2103722053.0
2139,S & SE Asia,2006,2135739508.0
2140,S & SE Asia,2007,2166819098.0
2141,S & SE Asia,2008,2197563101.0
2142,S & SE Asia,2009,2228721823.0
2143,S & SE Asia,2010,2260324366.0
2144,S & SE Asia,2011,2292162384.0
2145,S & SE Asia,2012,2323519267.0
2146,S & SE Asia,2013,2353941165.0
2147,S & SE Asia,2014,2383534895.0
2148,S & SE Asia,2015,2412189414.0
2149,S & SE Asia,2016,2440828862.0
2150,S & SE Asia,2017,2469630959.0
2151,S & SE Asia,2018,2497828827.0
2152,S & SE Asia,2019,2525342321.0
2153,S & SE Asia,2020,2552492022.0
2154,S & SE Asia,2021,2577325194.0
2155,S & SE Asia,2022,2600124192.0
2156,S & SE Asia,2023,2625230901.0
2157,S & SE Asia,2024,2652174996.0
2158,S & SE Asia,2025,2678753253.0
2159,S & SE Asia,2026,2704912805.0
2160,S & SE Asia,2027,2730638712.0
2161,S & SE Asia,2028,2755938819.0
2162,S & SE Asia,2029,2780755659.0
2163,S & SE Asia,2030,2805097912.0
2164,S & SE Asia,2031,2828933920.0
2165,S & SE Asia,2032,2852250646.0
2166,S & SE Asia,2033,2875027960.0
2167,S & SE Asia,2034,2897220410.0
2168,S & SE Asia,2035,2918838971.0
2169,S & SE Asia,2036,2939856101.0
2170,S & SE Asia,2037,2960259106.0
2171,S & SE Asia,2038,2980075310.0
2172,S & SE Asia,2039,2999244635.0
2173,S & SE Asia,2040,3017728121.0
2174,S & SE Asia,2041,3035551509.0
2175,S & SE Asia,2042,3052735812.0
2176,S & SE Asia,2043,3069277119.0
2177,S & SE Asia,2044,3085128477.0
2178,S & SE Asia,2045,3100317411.0
2179,S & SE Asia,2046,3114877303.0
2180,S & SE Asia,2047,3128777141.0
2181,S & SE Asia,2048,3142035018.0
2182,S & SE Asia,2049,3154639821.0
2183,S & SE Asia,2050,3166587994.0
2184,S & SE Asia,2051,3177921182.0
2185,S & SE Asia,2052,3188663538.0
2186,S & SE Asia,2053,3198787304.0
2187,S & SE Asia,2054,3208307773.0
2188,S & SE Asia,2055,3217287725.0
2189,S & SE Asia,2056,3225716723.0
2190,S & SE Asia,2057,3233587511.0
2191,S & SE Asia,2058,3240904238.0
2192,S & SE Asia,2059,3247643099.0
2193,S & SE Asia,2060,3253803331.0
2194,S & SE Asia,2061,3259394322.0
2195,S & SE Asia,2062,3264433922.0
2196,S & SE Asia,2063,3268944547.0
2197,S & SE Asia,2064,3272887129.0
2198,S & SE Asia,2065,3276237974.0
2199,S & SE Asia,2066,3278981281.0
2200,S & SE Asia,2067,3281142100.0
2201,S & SE Asia,2068,3282731368.0
2202,S & SE Asia,2069,3283749410.0
2203,S & SE Asia,2070,3284179517.0
2204,S & SE Asia,2071,3284005462.0
2205,S & SE Asia,2072,3283264249.0
2206,S & SE Asia,2073,3282012120.0
2207,S & SE Asia,2074,3280240831.0
2208,S & SE Asia,2075,3277924002.0
2209,S & SE Asia,2076,3275081822.0
2210,S & SE Asia,2077,3271720784.0
2211,S & SE Asia,2078,3267831278.0
2212,S & SE Asia,2079,3263463697.0
2213,S & SE Asia,2080,3258652552.0
2214,S & SE Asia,2081,3253360845.0
2215,S & SE Asia,2082,3247676500.0
2216,S & SE Asia,2083,3241670479.0
2217,S & SE Asia,2084,3235304852.0
2218,S & SE Asia,2085,3228548572.0
2219,S & SE Asia,2086,3221408687.0
2220,S & SE Asia,2087,3213950998.0
2221,S & SE Asia,2088,3206241061.0
2222,S & SE Asia,2089,3198278782.0
2223,S & SE Asia,2090,3190032029.0
2224,S & SE Asia,2091,3181479362.0
2225,S & SE Asia,2092,3172645033.0
2226,S & SE Asia,2093,3163552541.0
2227,S & SE Asia,2094,3154250020.0
2228,S & SE Asia,2095,3144775043.0
2229,S & SE Asia,2096,3135081844.0
2230,S & SE Asia,2097,3125175169.0
2231,S & SE Asia,2098,3115075441.0
2232,S & SE Asia,2099,3104818557.0
2233,S & SE Asia,2100,3094416087.0
2234,SS Africa,-10000,172728.0
2235,SS Africa,-9000,238117.0
2236,SS Africa,-8000,331126.0
2237,SS Africa,-7000,464671.0
2238,SS Africa,-6000,658286.0
2239,SS Africa,-5000,941786.0
2240,SS Africa,-4000,1361130.0
2241,SS Africa,-3000,1987835.0
2242,SS Africa,-2000,2934311.0
2243,SS Africa,-1000,4378913.0
2244,SS Africa,0,6607527.0
2245,SS Africa,100,7505975.0
2246,SS Africa,200,8590563.0
2247,SS Africa,300,9909072.0
2248,SS Africa,400,11523162.0
2249,SS Africa,500,13513183.0
2250,SS Africa,600,15984308.0
2251,SS Africa,700,19075561.0
2252,SS Africa,800,22972841.0
2253,SS Africa,900,26028681.0
2254,SS Africa,1000,29173627.0
2255,SS Africa,1100,32723397.0
2256,SS Africa,1200,36390322.0
2257,SS Africa,1300,40963211.0
2258,SS Africa,1400,45990298.0
2259,SS Africa,1500,49950877.0
2260,SS Africa,1600,58025351.0
2261,SS Africa,1700,66404915.0
2262,SS Africa,1710,64802943.0
2263,SS Africa,1720,65197785.0
2264,SS Africa,1730,65636980.0
2265,SS Africa,1740,66121895.0
2266,SS Africa,1750,66655124.0
2267,SS Africa,1760,67239228.0
2268,SS Africa,1770,67877989.0
2269,SS Africa,1780,68576339.0
2270,SS Africa,1790,69340079.0
2271,SS Africa,1800,71681520.0
2272,SS Africa,1801,71729722.0
2273,SS Africa,1802,71780914.0
2274,SS Africa,1803,71833104.0
2275,SS Africa,1804,71886303.0
2276,SS Africa,1805,71940527.0
2277,SS Africa,1806,71995780.0
2278,SS Africa,1807,72052074.0
2279,SS Africa,1808,72109428.0
2280,SS Africa,1809,72167847.0
2281,SS Africa,1810,72228173.0
2282,SS Africa,1811,72297855.0
2283,SS Africa,1812,72378352.0
2284,SS Africa,1813,72469800.0
2285,SS Africa,1814,72572587.0
2286,SS Africa,1815,72686853.0
2287,SS Africa,1816,72812753.0
2288,SS Africa,1817,72950438.0
2289,SS Africa,1818,73100057.0
2290,SS Africa,1819,73339484.0
2291,SS Africa,1820,73672271.0
2292,SS Africa,1821,74103682.0
2293,SS Africa,1822,74631123.0
2294,SS Africa,1823,75278738.0
2295,SS Africa,1824,75946655.0
2296,SS Africa,1825,76635203.0
2297,SS Africa,1826,77344694.0
2298,SS Africa,1827,78075470.0
2299,SS Africa,1828,78827869.0
2300,SS Africa,1829,79602523.0
2301,SS Africa,1830,80399805.0
2302,SS Africa,1831,81220084.0
2303,SS Africa,1832,82054604.0
2304,SS Africa,1833,82903645.0
2305,SS Africa,1834,83767152.0
2306,SS Africa,1835,84645413.0
2307,SS Africa,1836,85538690.0
2308,SS Africa,1837,86447257.0
2309,SS Africa,1838,87371403.0
2310,SS Africa,1839,88311995.0
2311,SS Africa,1840,89269362.0
2312,SS Africa,1841,90243849.0
2313,SS Africa,1842,91235811.0
2314,SS Africa,1843,92245615.0
2315,SS Africa,1844,93273047.0
2316,SS Africa,1845,94318465.0
2317,SS Africa,1846,95382216.0
2318,SS Africa,1847,96464659.0
2319,SS Africa,1848,97566163.0
2320,SS Africa,1849,98561525.0
2321,SS Africa,1850,99448172.0
2322,SS Africa,1851,99975521.0
2323,SS Africa,1852,100385302.0
2324,SS Africa,1853,100675834.0
2325,SS Africa,1854,100975122.0
2326,SS Africa,1855,101264326.0
2327,SS Africa,1856,101562385.0
2328,SS Africa,1857,101863071.0
2329,SS Africa,1858,102166443.0
2330,SS Africa,1859,102481226.0
2331,SS Africa,1860,102807387.0
2332,SS Africa,1861,103151776.0
2333,SS Africa,1862,103493630.0
2334,SS Africa,1863,103853587.0
2335,SS Africa,1864,104215978.0
2336,SS Africa,1865,104580827.0
2337,SS Africa,1866,104948151.0
2338,SS Africa,1867,105317967.0
2339,SS Africa,1868,105690286.0
2340,SS Africa,1869,106077384.0
2341,SS Africa,1870,106479452.0
2342,SS Africa,1871,106901218.0
2343,SS Africa,1872,107327570.0
2344,SS Africa,1873,107775654.0
2345,SS Africa,1874,108227170.0
2346,SS Africa,1875,108682145.0
2347,SS Africa,1876,109140594.0
2348,SS Africa,1877,109602556.0
2349,SS Africa,1878,110068060.0
2350,SS Africa,1879,110541739.0
2351,SS Africa,1880,111023590.0
2352,SS Africa,1881,111518684.0
2353,SS Africa,1882,112011712.0
2354,SS Africa,1883,112517945.0
2355,SS Africa,1884,113027653.0
2356,SS Africa,1885,113540848.0
2357,SS Africa,1886,114057564.0
2358,SS Africa,1887,114577825.0
2359,SS Africa,1888,115101656.0
2360,SS Africa,1889,115538947.0
2361,SS Africa,1890,115889794.0
2362,SS Africa,1891,116158191.0
2363,SS Africa,1892,116332514.0
2364,SS Africa,1893,116424557.0
2365,SS Africa,1894,116520608.0
2366,SS Africa,1895,116620677.0
2367,SS Africa,1896,116724782.0
2368,SS Africa,1897,116832929.0
2369,SS Africa,1898,116945136.0
2370,SS Africa,1899,117068892.0
2371,SS Africa,1900,117205261.0
2372,SS Africa,1901,117358617.0
2373,SS Africa,1902,117520143.0
2374,SS Africa,1903,117700822.0
2375,SS Africa,1904,117890728.0
2376,SS Africa,1905,118089917.0
2377,SS Africa,1906,118298445.0
2378,SS Africa,1907,118516380.0
2379,SS Africa,1908,118743787.0
2380,SS Africa,1909,119006562.0
2381,SS Africa,1910,119304192.0
2382,SS Africa,1911,119639009.0
2383,SS Africa,1912,120001267.0
2384,SS Africa,1913,120400316.0
2385,SS Africa,1914,120806374.0
2386,SS Africa,1915,121219519.0
2387,SS Africa,1916,121639824.0
2388,SS Africa,1917,122067360.0
2389,SS Africa,1918,122463207.0
2390,SS Africa,1919,123092791.0
2391,SS Africa,1920,123959746.0
2392,SS Africa,1921,125071473.0
2393,SS Africa,1922,126420637.0
2394,SS Africa,1923,128022165.0
2395,SS Africa,1924,129648731.0
2396,SS Africa,1925,131300745.0
2397,SS Africa,1926,132978615.0
2398,SS Africa,1927,134682768.0
2399,SS Africa,1928,136413614.0
2400,SS Africa,1929,138145476.0
2401,SS Africa,1930,139878012.0
2402,SS Africa,1931,141615071.0
2403,SS Africa,1932,143343690.0
2404,SS Africa,1933,145076105.0
2405,SS Africa,1934,146833847.0
2406,SS Africa,1935,148617308.0
2407,SS Africa,1936,150426871.0
2408,SS Africa,1937,152262947.0
2409,SS Africa,1938,154125921.0
2410,SS Africa,1939,156101375.0
2411,SS Africa,1940,158192428.0
2412,SS Africa,1941,160402246.0
2413,SS Africa,1942,162734101.0
2414,SS Africa,1943,165191307.0
2415,SS Africa,1944,167692107.0
2416,SS Africa,1945,170237281.0
2417,SS Africa,1946,172832630.0
2418,SS Africa,1947,175463948.0
2419,SS Africa,1948,178147067.0
2420,SS Africa,1949,181131271.0
2421,SS Africa,1950,183413736.0
2422,SS Africa,1951,187307048.0
2423,SS Africa,1952,191310009.0
2424,SS Africa,1953,195398431.0
2425,SS Africa,1954,199605384.0
2426,SS Africa,1955,203975650.0
2427,SS Africa,1956,208508177.0
2428,SS Africa,1957,213386072.69374123
2429,SS Africa,1958,218060635.69105414
2430,SS Africa,1959,223003312.46588022
2431,SS Africa,1960,228312834.96786627
2432,SS Africa,1961,233871408.39967167
2433,SS Africa,1962,239678275.22502115
2434,SS Africa,1963,245707210.17701373
2435,SS Africa,1964,251681499.0
2436,SS Africa,1965,258199366.0
2437,SS Africa,1966,264880882.0
2438,SS Africa,1967,271766473.0
2439,SS Africa,1968,278936525.0
2440,SS Africa,1969,286358825.0
2441,SS Africa,1970,294055869.0
2442,SS Africa,1971,302003851.0
2443,SS Africa,1972,310137601.0
2444,SS Africa,1973,318650430.0
2445,SS Africa,1974,327664989.0
2446,SS Africa,1975,337045844.0
2447,SS Africa,1976,346692145.0
2448,SS Africa,1977,356495917.0
2449,SS Africa,1978,366967256.0
2450,SS Africa,1979,378077278.0
2451,SS Africa,1980,389115162.0
2452,SS Africa,1981,400600068.0
2453,SS Africa,1982,412765711.0
2454,SS Africa,1983,424719767.0
2455,SS Africa,1984,436655044.0
2456,SS Africa,1985,449170926.0
2457,SS Africa,1986,462200766.0
2458,SS Africa,1987,475725720.0
2459,SS Africa,1988,489276070.0
2460,SS Africa,1989,503071971.0
2461,SS Africa,1990,517246816.0
2462,SS Africa,1991,531387693.0
2463,SS Africa,1992,545565505.0
2464,SS Africa,1993,560068541.0
2465,SS Africa,1994,574758199.0
2466,SS Africa,1995,590001480.0
2467,SS Africa,1996,605874940.0
2468,SS Africa,1997,621774841.0
2469,SS Africa,1998,637933126.0
2470,SS Africa,1999,654637534.0
2471,SS Africa,2000,671988801.0
2472,SS Africa,2001,689962711.0
2473,SS Africa,2002,708516738.0
2474,SS Africa,2003,727627637.0
2475,SS Africa,2004,747402663.0
2476,SS Africa,2005,767848156.0
2477,SS Africa,2006,788995901.0
2478,SS Africa,2007,810924273.0
2479,SS Africa,2008,833565378.0
2480,SS Africa,2009,856828467.0
2481,SS Africa,2010,880757788.0
2482,SS Africa,2011,905264770.0
2483,SS Africa,2012,930328427.0
2484,SS Africa,2013,956112671.0
2485,SS Africa,2014,982538936.0
2486,SS Africa,2015,1009746877.0
2487,SS Africa,2016,1037220935.0
2488,SS Africa,2017,1064967053.0
2489,SS Africa,2018,1093503019.0
2490,SS Africa,2019,1122665716.0
2491,SS Africa,2020,1152436743.0
2492,SS Africa,2021,1182314015.0
2493,SS Africa,2022,1212340674.0
2494,SS Africa,2023,1243067209.0
2495,SS Africa,2024,1274557090.0
2496,SS Africa,2025,1306596348.0
2497,SS Africa,2026,1339045837.0
2498,SS Africa,2027,1371920374.0
2499,SS Africa,2028,1405202746.0
2500,SS Africa,2029,1438878008.0
2501,SS Africa,2030,1472903416.0
2502,SS Africa,2031,1507250852.0
2503,SS Africa,2032,1541924523.0
2504,SS Africa,2033,1576892907.0
2505,SS Africa,2034,1612145199.0
2506,SS Africa,2035,1647648314.0
2507,SS Africa,2036,1683335600.0
2508,SS Africa,2037,1719215826.0
2509,SS Africa,2038,1755292196.0
2510,SS Africa,2039,1791518155.0
2511,SS Africa,2040,1827871891.0
2512,SS Africa,2041,1864348526.0
2513,SS Africa,2042,1900898688.0
2514,SS Africa,2043,1937522312.0
2515,SS Africa,2044,1974214427.0
2516,SS Africa,2045,2010925475.0
2517,SS Africa,2046,2047635831.0
2518,SS Africa,2047,2084346120.0
2519,SS Africa,2048,2121046312.0
2520,SS Africa,2049,2157691028.0
2521,SS Africa,2050,2194251459.0
2522,SS Africa,2051,2230671466.0
2523,SS Africa,2052,2266964820.0
2524,SS Africa,2053,2303138653.0
2525,SS Africa,2054,2339135356.0
2526,SS Africa,2055,2374954894.0
2527,SS Africa,2056,2410598243.0
2528,SS Africa,2057,2446053346.0
2529,SS Africa,2058,2481270940.0
2530,SS Africa,2059,2516197780.0
2531,SS Africa,2060,2550859999.0
2532,SS Africa,2061,2585298080.0
2533,SS Africa,2062,2619517109.0
2534,SS Africa,2063,2653435915.0
2535,SS Africa,2064,2687051695.0
2536,SS Africa,2065,2720342378.0
2537,SS Africa,2066,2753257463.0
2538,SS Africa,2067,2785869126.0
2539,SS Africa,2068,2818130221.0
2540,SS Africa,2069,2849974250.0
2541,SS Africa,2070,2881382244.0
2542,SS Africa,2071,2912348195.0
2543,SS Africa,2072,2942914217.0
2544,SS Africa,2073,2973060830.0
2545,SS Africa,2074,3002722671.0
2546,SS Africa,2075,3031876647.0
2547,SS Africa,2076,3060505254.0
2548,SS Africa,2077,3088579001.0
2549,SS Africa,2078,3116152451.0
2550,SS Africa,2079,3143249464.0
2551,SS Africa,2080,3169832083.0
2552,SS Africa,2081,3195902883.0
2553,SS Africa,2082,3221448342.0
2554,SS Africa,2083,3246443719.0
2555,SS Africa,2084,3270886764.0
2556,SS Africa,2085,3294770446.0
2557,SS Africa,2086,3318048736.0
2558,SS Africa,2087,3340722915.0
2559,SS Africa,2088,3362835019.0
2560,SS Africa,2089,3384337553.0
2561,SS Africa,2090,3405223371.0
2562,SS Africa,2091,3425518091.0
2563,SS Africa,2092,3445232086.0
2564,SS Africa,2093,3464371605.0
2565,SS Africa,2094,3482939762.0
2566,SS Africa,2095,3500913684.0
2567,SS Africa,2096,3518274916.0
2568,SS Africa,2097,3535030267.0
2569,SS Africa,2098,3551200869.0
2570,SS Africa,2099,3566822551.0
2571,SS Africa,2100,3581873360.0
