"","country","year","ind_code","VA","COMP","GOS","NOS","TOP","employed_hrs","self_employed_hrs"
"11772","Slovakia",2007,"VL",3855.536,174.174,3676.028,1718.371,5.334,36.992,3.728
"11773","Slovakia",2008,"VL",4230.293,217.23,3999.438,2043.656,13.625,31.591,3.963
"11774","Slovakia",2009,"VL",4058.044,213.3,3812.39,1816.316,32.354,30.295,4.144
"11775","Slovakia",2010,"VL",4221.027,279.949,3913.681,1862.251,27.397,35.114,4.18
"11776","Slovakia",2011,"VL",4315.771,317.245,3967.938,1856.923,30.588,37.94,4.132
"11777","Slovakia",2012,"VL",4501.041,320.181,4159.445,1985.319,21.415,38.842,3.967
"11778","Slovakia",2013,"VL",5932.581,288.224,5615.72,3213.881,28.637,35.499,4.021
"11779","Slovakia",2014,"VL",4285.414,274.702,3983.648,1478.581,27.064,33.927,3.997
"11780","Slovakia",2015,"VL",4475.498,284.088,4157.457,1565.232,33.953,34.013,4.011
"11781","Slovakia",2016,"VL",4778.567,334.666,4405.24,1736.602,38.661,38.151,3.956
"11782","Costa Rica",1991,"VB",3010.1311,492.7961,2484.9158,2234.2627,32.4192,3.14,0.738
"11783","Costa Rica",1992,"VB",4443.4282,695.1511,3689.8377,3358.512,58.4393,3.55,0.757
"11784","Costa Rica",1993,"VB",4779.9081,721.0066,3994.1347,3594.2928,64.7668,3.597,0.358
"11785","Costa Rica",1994,"VB",6074.3005,917.3902,5084.2388,4555.1505,72.6715,4.811,1.588
"11786","Costa Rica",1995,"VB",7384.5037,1064.7225,6215.061,5576.8809,104.7202,6.749,0.565
"11787","Costa Rica",1996,"VB",8005.6183,1216.6781,6660.0948,5922.0693,128.8454,6.087,0.325
"11788","Costa Rica",1997,"VB",10892.3133,1613.7974,9118.193,8140.5909,160.3229,3.809,0.133
"11789","Costa Rica",1998,"VB",13901.0248,2055.8817,11644.228,10421.2379,200.915,3.784,0.651
"11790","Costa Rica",1999,"VB",17888.3284,2151.4997,15504.9163,14159.4072,231.9124,4.687,0.553
"11791","Costa Rica",2000,"VB",21397.8444,2502.1419,18601.1704,16896.3371,294.5321,5.945,1.234
"11792","Costa Rica",2001,"VB",25474.8018,2990.3244,22088.2295,19974.9059,396.248,3.478,0.463
"11793","Costa Rica",2002,"VB",27314.0837,3169.3721,23722.071,21394.1879,422.6406,5.786,0.296
"11794","Costa Rica",2003,"VB",29916.5064,3654.1422,25596.5608,22822.2743,665.8034,3.902,1.114
"11795","Costa Rica",2004,"VB",36045.7867,4397.1716,30675.1722,27216.4071,973.4429,6.717,2.296
"11796","Costa Rica",2005,"VB",40035.9976,5720.1138,33192.4607,28956.1682,1123.4231,8.119,1.47
"11797","Costa Rica",2006,"VB",49104.0248,8610.2058,39342.2402,33524.2612,1151.5789,12.773,1.383
"11798","Costa Rica",2007,"VB",67640.2476,9091.1378,57187.1605,50441.9634,1361.9493,7.039,1.099
"11799","Costa Rica",2008,"VB",87976.3559,9105.7407,77363.5871,69441.5323,1507.0282,4.079,1.274
"11800","Costa Rica",2009,"VB",74649.9027,9015.835,64488.0391,57056.6274,1146.0286,2.325,1.251
"11801","Costa Rica",2010,"VB",68009.6475,10635.843,55819.0592,48140.0206,1554.7452,3.3373,0.3389
"11802","Costa Rica",2011,"VB",64091.3666,10951.5313,51561.2629,43442.0444,1578.5724,9.2461,0.4773
"11803","Costa Rica",2012,"VB",68307.9339,11005.6429,54914.9765,45561.2037,2387.3145,5.1454,0.5614
"11804","Costa Rica",2013,"VB",75684.9868,12016.8613,61102.0075,50300.0578,2566.118,8.491,0.6342
"11805","Costa Rica",2014,"VB",76830.0271,12772.2836,61093.9725,57986.0992,2963.7709,6.0773,0.3434
"11806","Costa Rica",2015,"VB",88067.7133,14537.3889,70395.6988,66881.334,3134.6256,4.1248,0.4137
"11807","Costa Rica",2016,"VB",95964.7962,15003.6584,77677.2931,74458.4865,3283.8447,3.6401,0.3836
"11808","Poland",2000,"VF",54499,22247,31705,29900,547,1610.8848,313.3855
"11809","Poland",2001,"VF",55942,22199,32888,30936,855,1698.607,487.1194
"11810","Poland",2002,"VF",53153,19015,33292,31313,846,1493.4067,445.835
"11811","Poland",2003,"VF",50980,17878,32206,30197,896,1417.4961,416.936
"11812","Poland",2004,"VF",59688,18817,39933,37655,938,1458.1014,389.5619
"11813","Poland",2005,"VF",66404,20621,45005,42560,778,1531.4695,412.4276
"11814","Poland",2006,"VF",72433,22162,49312,46528,959,1677.368,461.916
"11815","Poland",2007,"VF",81774,26774,53551,50548,1449,1898.17,532.8167
"11816","Poland",2008,"VF",92865,32854,58094,55115,1917,2182.5698,593.0852
"11817","Poland",2009,"VF",104290,35654,66846,64035,1790,2246.2072,667.9391
"11818","Poland",2010,"VF",107950,38522,67633,64869,1795,2081.5961,672.3218
"11819","Poland",2011,"VF",120255,43236,74971,71938,2048,2139.8765,657.9034
"11820","Poland",2012,"VF",114942,42284,70551,67257,2107,2063.0268,641.6971
"11821","Poland",2013,"VF",108711,40748,66188,62688,1775,1893.0516,645.4732
"11822","Poland",2014,"VF",119680,41392,76201,72601,2087,1895.4955,635.1149
"11823","Poland",2015,"VF",127481,43076,82368,78542,2037,1961.5263,598.7414
"11824","Poland",2016,"VF",114572,45135,67306,63177,2131,1911.718,668.2825
"11825","Poland",2017,"VF",121471,46570,73412,69312,1489,1832.4054,707.7484
"11826","Iceland",2008,"VK",119460.8476,55344.7325,64116.1151,61548.9196,NA,14.576,0.0792
"11827","Iceland",2009,"VK",157274.1302,46629.435,110644.6952,105262.1756,NA,11.9525,0.073
"11828","Iceland",2010,"VK",125179.8756,50550.9495,74628.926,69515.4022,NA,11.5147,0.0829
"11829","Iceland",2011,"VK",113669.2811,56378.1515,57291.1296,50461.501,NA,11.5904,0.0814
"11830","Iceland",2012,"VK",146165.3838,58083.3259,88082.0578,82679.9341,NA,11.4648,0.0707
"11831","Iceland",2013,"VK",132293.638,66703.5047,65590.1334,58800.7387,NA,11.3383,0.0718
"11832","Iceland",2014,"VK",139817.5591,60762.5763,79054.9828,72463.2455,NA,10.8942,0.0689
"11833","Iceland",2015,"VK",125523.9696,63463.4601,62060.5095,55055.3359,NA,10.3472,0.0622
"11834","Iceland",2016,"VK",122058.4057,60551.6653,61506.7403,54368.4011,NA,10.216,0.0585
"11835","Costa Rica",2012,"VT",282337.9895,280595.1909,0,0,1742.7986,241.0215,0.8855
"11836","Costa Rica",2013,"VT",305575.7096,303661.5288,0,0,1914.1808,222.5869,0.0284
"11837","Costa Rica",2014,"VT",344160.5461,342017.4844,0,0,2143.0617,237.3602,0.0983
"11838","Costa Rica",2015,"VT",388044.9803,385628.6535,0,0,2416.3268,272.611,0.0613
"11839","Costa Rica",2016,"VT",413467.7539,411051.4271,0,0,2416.3268,230.3333,0
"11840","United Kingdom",1995,"VG",85164,45295,35160,28119,4709,5874.943,1153.975
"11841","United Kingdom",1996,"VG",91844,47468,39787,32596,4589,5961.347,1009.771
"11842","United Kingdom",1997,"VG",99613,50575,44445,37453,4593,6135.783,1014.082
"11843","United Kingdom",1998,"VG",104587,55422,44706,37544,4459,6384.862,985.47
"11844","United Kingdom",1999,"VG",109215,60903,43496,35947,4816,6524.441,978.336
"11845","United Kingdom",2000,"VG",110652,65551,39848,32036,5253,6521.819,938.878
"11846","United Kingdom",2001,"VG",120977,70696,44585,36596,5696,6660.808,916.352
"11847","United Kingdom",2002,"VG",122149,73450,43023,35062,5676,6643.706,887.472
"11848","United Kingdom",2003,"VG",128718,77024,45941,37915,5753,6654.449,894.565
"11849","United Kingdom",2004,"VG",135680,81470,48286,40100,5924,6684.073,885.776
"11850","United Kingdom",2005,"VG",139553,83639,49384,41109,6530,6703.867,823.353
"11851","United Kingdom",2006,"VG",145384,88520,50294,41777,6570,6603.753,790.463
"11852","United Kingdom",2007,"VG",151493,92884,51626,42866,6983,6619.34,796.669
"11853","United Kingdom",2008,"VG",155708,96621,51777,42543,7310,6694.05,788.698
"11854","United Kingdom",2009,"VG",152501,95157,49841,40200,7503,6410.732,790.812
"11855","United Kingdom",2010,"VG",158677,99238,51459,41692,7980,6357.377,771.712
"11856","United Kingdom",2011,"VG",158743,100948,49098,38916,8697,6432.141,751.045
"11857","United Kingdom",2012,"VG",160155,104101,47149,36552,8905,6511.27,804.668
"11858","United Kingdom",2013,"VG",164920,109247,46569,35519,9104,6650.238,799.399
"11859","United Kingdom",2014,"VG",172073,111419,51335,39705,9319,6756.967,799.055
"11860","United Kingdom",2015,"VG",175746,113554,52664,40338,9528,6821.697,743.152
"11861","United Kingdom",2016,"VG",182478,118539,54217,41276,9722,6773.535,791.03
"11862","Poland",2000,"VG",130685,38235,91502,86031,948,3204.743,1380.0506
"11863","Poland",2001,"VG",139060,40634,97336,91082,1090,2906.7397,1373.312
"11864","Poland",2002,"VG",143780,40757,101441,94751,1582,2824.2664,1361.9094
"11865","Poland",2003,"VG",141422,41719,98066,90651,1637,2858.6853,1325.8876
"11866","Poland",2004,"VG",152656,42068,109386,101327,1202,3058.2809,1292.1714
"11867","Poland",2005,"VG",162264,45916,114524,106374,1824,3149.0467,1223.5457
"11868","Poland",2006,"VG",175429,50227,123000,114080,2202,3230.257,1249.0439
"11869","Poland",2007,"VG",191177,55600,133611,124374,1966,3598.9102,1296.1468
"11870","Poland",2008,"VG",204738,60850,141721,132157,2167,3722.2929,1302.0918
"11871","Poland",2009,"VG",228715,62015,165163,155453,1537,3735.8055,1240.811
"11872","Poland",2010,"VG",245644,67327,176391,166839,1926,3620.4275,1237.2329
"11873","Poland",2011,"VG",255221,71085,182050,172079,2086,3561.0773,1235.8541
"11874","Poland",2012,"VG",275776,74100,199721,189123,1955,3560.7173,1188.5789
"11875","Poland",2013,"VG",283149,75601,205201,193886,2347,3479.5335,1154.2681
"11876","Poland",2014,"VG",271894,80666,188795,176997,2433,3643.4983,1148.0724
"11877","Poland",2015,"VG",281711,84403,194540,181806,2768,3784.2313,1069.5345
"11878","Poland",2016,"VG",287318,90835,194307,180428,2176,3855.4543,1037.38
"11879","Poland",2017,"VG",303410,100732,200128,185557,2550,3774.655,1000.5574
"11880","Poland",2000,"VI",8106,3935,4078,3687,93,422.8009,115.0125
"11881","Poland",2001,"VI",8349,4139,3950,3482,260,389.0763,115.4262
"11882","Poland",2002,"VI",8165,3471,4491,3907,203,377.4286,116.5224
"11883","Poland",2003,"VI",8344,3059,5097,4480,188,381.6849,112.1252
"11884","Poland",2004,"VI",8331,3251,4839,4127,241,403.2356,107.7271
"11885","Poland",2005,"VI",9633,3403,5795,5104,435,435.6432,98.0902
"11886","Poland",2006,"VI",9808,3277,6113,5367,418,485.9428,101.9603
"11887","Poland",2007,"VI",11000,4714,5833,4997,453,540.084,93.3049
"11888","Poland",2008,"VI",12096,5842,5770,4862,484,548.2884,107.0968
"11889","Poland",2009,"VI",13102,6517,6033,5077,552,572.6019,118.2716
"11890","Poland",2010,"VI",14303,7092,6657,5671,554,574.0248,134.5776
"11891","Poland",2011,"VI",15666,7335,7760,6725,571,571.8492,137.4284
"11892","Poland",2012,"VI",15917,7620,7704,6533,593,585.5468,128.1474
"11893","Poland",2013,"VI",16557,7858,8075,6849,624,555.2144,121.5209
"11894","Poland",2014,"VI",17836,8195,8984,7698,657,574.5274,110.4012
"11895","Poland",2015,"VI",17987,8245,9097,7774,645,584.8367,120.6596
"11896","Poland",2016,"VI",18557,8682,9182,7766,693,640.0626,140.947
"11897","Poland",2017,"VI",21792,10006,11209,9735,577,646.6242,138.4009
"11898","Iceland",2013,"VT",1146.9282,1200.4645,-53.5363,-53.5363,NA,8e-04,0.0024
"11899","Iceland",2014,"VT",1209.3693,1259.646,-50.2767,-50.2767,NA,0.0015,0.0013
"11900","Iceland",2015,"VT",1270.1773,1323.733,-53.5557,-53.5557,NA,0.0016,0.0035
"11901","Iceland",2016,"VT",1322.6225,1376.1265,-53.504,-53.504,NA,0.0029,0.0023
"11902","Norway",1970,"VE",255,159,99,-64,-3,8.12,0
"11903","Norway",1971,"VE",286,185,104,-79,-3,8.41,0
"11904","Norway",1972,"VE",257,183,77,-134,-3,7.48,0
"11905","Norway",1973,"VE",365,200,169,-78,-4,7.38,0
"11906","Norway",1974,"VE",401,240,166,-130,-5,7.83,0
"11907","Norway",1975,"VE",523,291,240,-101,-8,8.26,0
"11908","Norway",1976,"VE",705,335,380,-13,-10,8.2,0
"11909","Norway",1977,"VE",902,402,510,53,-10,8.82,0
"11910","Norway",1978,"VE",971,466,522,3,-17,9.39,0
"11911","Norway",1979,"VE",969,492,504,-77,-27,9.43,0
"11912","Norway",1980,"VE",980,558,459,-212,-37,9.82,0
"11913","Norway",1981,"VE",1241,626,659,-99,-44,9.87,0
"11914","Norway",1982,"VE",1438,698,787,-76,-47,9.68,0
"11915","Norway",1983,"VE",1696,774,974,42,-52,9.75,0
"11916","Norway",1984,"VE",1931,817,1247,241,-133,9.54,0
"11917","Norway",1985,"VE",2180,888,1358,267,-66,9.82,0
"11918","Norway",1986,"VE",2355,989,1472,279,-106,9.91,0
"11919","Norway",1987,"VE",2726,1124,1771,429,-169,9.91,0
"11920","Norway",1988,"VE",3072,1218,2024,547,-170,10.24,0
"11921","Norway",1989,"VE",3699,1199,2672,1182,-172,9.69,0
"11922","Norway",1990,"VE",4137,1285,3031,1525,-179,9.99,0.01
"11923","Norway",1991,"VE",4363,1365,3061,1521,-63,10.16,0.05
"11924","Norway",1992,"VE",4611,1430,3239,1671,-58,10.46,0.04
"11925","Norway",1993,"VE",4852,1473,3451,1834,-72,10.59,0.05
"11926","Norway",1994,"VE",5274,1589,3783,2069,-98,11.08,0.13
"11927","Norway",1995,"VE",5605,1620,4079,2226,-94,10.82,0.12
"11928","Norway",1996,"VE",6144,1660,4605,2651,-121,10.62,0.11
"11929","Norway",1997,"VE",7122,1867,5370,3302,-115,11.45,0.08
"11930","Norway",1998,"VE",7766,2155,5683,3482,-72,12.41,0.05
"11931","Norway",1999,"VE",8778,2343,6065,3714,370,12.86,0.04
"11932","Norway",2000,"VE",10069,2699,6965,4413,405,14.09,0
"11933","Norway",2001,"VE",11035,2772,7853,5129,410,13.4,0.03
"11934","Norway",2002,"VE",11555,2983,8246,5397,326,13.78,0
"11935","Norway",2003,"VE",11729,3232,8183,5217,314,14.1,0.25
"11936","Norway",2004,"VE",11393,4115,6935,3778,343,17.38,0.13
"11937","Norway",2005,"VE",12361,4597,7499,4009,265,18.28,0.5
"11938","Norway",2006,"VE",12864,5051,7475,3535,338,19.5,0.3
"11939","Norway",2007,"VE",10762,5984,4149,-66,629,21.86,0.53
"11940","Norway",2008,"VE",12453,6911,4866,335,676,23.84,0.238
"11941","Norway",2009,"VE",12418,6571,5388,-171,459,22.21,0.22
"11942","Norway",2010,"VE",13759,7013,6482,743,264,22.369,0.207
"11943","Norway",2011,"VE",14654,7470,7099,987,85,22.448,0.195
"11944","Norway",2012,"VE",15576,7853,7728,1306,-5,22.175,0.198
"11945","Norway",2013,"VE",15776,8442,7299,610,35,22.475,0.17
"11946","Norway",2014,"VE",16759,9025,7957,1080,-223,23.289,0.149
"11947","Norway",2015,"VE",18098,9559,8963,1619,-424,23.962,0.15
"11948","Norway",2016,"VE",18495,10218,8808,994,-531,24.848,0.148
"11949","Latvia",2000,"VE",49.068,27.533,13.229,-36.356,8.306,3.947,0.425
"11950","Latvia",2001,"VE",50.933,29.616,12.661,-34.994,8.656,3.894,0.461
"11951","Latvia",2002,"VE",52.526,29.302,14.925,-33.172,8.299,3.046,0.407
"11952","Latvia",2003,"VE",69.788,35.53,25.626,-27.435,8.632,2.987,0.516
"11953","Latvia",2004,"VE",76.994,35.249,33.956,-23.196,7.789,3.339,0.35
"11954","Latvia",2005,"VE",81.414,45.736,26.511,-38.692,9.167,3.708,0.508
"11955","Latvia",2006,"VE",100.043,62.865,27.77,-52.024,9.408,3.531,0.392
"11956","Latvia",2007,"VE",139.514,76.533,52.908,-45.047,10.073,12.215,1.19
"11957","Latvia",2008,"VE",180.753,88.85,82.357,-28.594,9.547,16.544,0.204
"11958","Latvia",2009,"VE",208.4,76.659,122.891,22.412,8.85,14.683,0.932
"11959","Latvia",2010,"VE",164.695,71.6,82.961,-18.498,10.134,12.693,0.466
"11960","Latvia",2011,"VE",185.078,68.769,105.296,-4.193,11.013,13.229,0.335
"11961","Latvia",2012,"VE",175.933,74.599,89.639,-30.685,11.695,12.763,0.068
"11962","Latvia",2013,"VE",176.305,78.842,85.101,-40.746,12.363,12.902,0.809
"11963","Latvia",2014,"VE",181.75,80.244,84.384,-43.883,17.122,13.35,0.222
"11964","Latvia",2015,"VE",197.972,86.847,92.171,-36.276,18.954,13.9172,0.2634
"11965","Latvia",2016,"VE",192.529,96.026,81.183,-38.507,15.32,14.3128,0.8608
"11966","Latvia",2017,"VE",205.337,102.486,87.195,-35.088,15.656,13.7299,0.6151
"11967","Iceland",2008,"VM",62228.4859,44857.8025,17370.6834,8669.812,NA,13.0652,1.2282
"11968","Iceland",2009,"VM",60284.8375,38064.3514,22220.486,19084.1304,NA,10.8269,1.1199
"11969","Iceland",2010,"VM",63887.0598,40204.3247,23682.7351,14491.0876,NA,10.6538,1.0213
"11970","Iceland",2011,"VM",64701.8564,45304.5557,19397.3007,10437.3309,NA,11.3561,1.0681
"11971","Iceland",2012,"VM",70866.1968,50173.849,20692.3478,11104.2035,NA,11.6,1.1422
"11972","Iceland",2013,"VM",75726.8339,53202.9131,22523.9207,12401.7643,NA,11.7906,1.1639
"11973","Iceland",2014,"VM",82422.5776,58229.665,24192.9126,13766.0905,NA,12.0084,1.172
"11974","Iceland",2015,"VM",93345.2549,63804.794,29540.461,18263.7913,NA,12.1661,1.1872
"11975","Iceland",2016,"VM",104804.0682,70199.4456,34604.6226,22609.6486,NA,12.5779,1.1798
"11976","Finland",1980,"VP",1351,1172,180,8,-1,161.5,0.6
"11977","Finland",1981,"VP",1548,1342,207,8,-1,164.9,0.6
"11978","Finland",1982,"VP",1770,1534,237,10,-1,165.9,0.6
"11979","Finland",1983,"VP",2033,1758,277,14,-2,171,0.6
"11980","Finland",1984,"VP",2231,1918,315,11,-2,172.4,0.6
"11981","Finland",1985,"VP",2518,2161,359,12,-2,175.9,0.6
"11982","Finland",1986,"VP",2791,2390,404,14,-3,180,0.6
"11983","Finland",1987,"VP",3079,2623,459,13,-3,186.1,0.6
"11984","Finland",1988,"VP",3425,2907,522,12,-4,190.5,0.6
"11985","Finland",1989,"VP",3788,3195,599,14,-6,196.1,0.6
"11986","Finland",1990,"VP",4152,3483,675,12,-6,199.7,0.6
"11987","Finland",1991,"VP",4467,3750,728,24,-11,202.9,0.4
"11988","Finland",1992,"VP",4522,3786,749,31,-13,197.1,0.5
"11989","Finland",1993,"VP",4504,3744,768,34,-8,191.1,0.7
"11990","Finland",1994,"VP",4552,3765,796,29,-9,201.1,0.9
"11991","Finland",1995,"VP",4784,3961,831,22,-8,213.4,1.1
"11992","Finland",1996,"VP",5015,4122,902,42,-9,211.2,1.3
"11993","Finland",1997,"VP",5188,4219,978,46,-9,219,1.4
"11994","Finland",1998,"VP",5515,4447,1119,106,-51,216,1.6
"11995","Finland",1999,"VP",5689,4625,1125,119,-61,224.9,1.8
"11996","Finland",2000,"VP",5991,4846,1203,117,-58,220.4,1.7
"11997","Finland",2001,"VP",6335,5095,1273,105,-33,218.1,1.5
"11998","Finland",2002,"VP",6693,5397,1324,86,-28,227.6,1.5
"11999","Finland",2003,"VP",6996,5636,1382,84,-22,228.4,1.5
"12000","Finland",2004,"VP",7328,5895,1462,80,-29,230.8,1.5
"12001","Finland",2005,"VP",7662,6120,1562,90,-20,228.1,1.6
"12002","Finland",2006,"VP",7848,6271,1604,67,-27,228.7,2.2
"12003","Finland",2007,"VP",8204,6501,1752,132,-49,228,2.2
"12004","Finland",2008,"VP",8703,6887,1844,100,-28,229.7,2.5
"12005","Finland",2009,"VP",9042,7177,1895,83,-30,230.5,3
"12006","Finland",2010,"VP",9409,7513,1931,82,-35,234.2,3.1
"12007","Finland",2011,"VP",9746,7722,2057,113,-33,233.9,4.1
"12008","Finland",2012,"VP",10105,7966,2175,126,-36,234.5,3.7
"12009","Finland",2013,"VP",10201,8028,2203,105,-30,233.3,3.5
"12010","Finland",2014,"VP",10252,8040,2244,108,-32,230.8,4.1
"12011","Finland",2015,"VP",10247,8032,2252,100,-37,229.6,4.5
"12012","Finland",2016,"VP",10169,7882,2321,131,-34,225.3,4.1
"12013","Finland",2017,"VP",9998,7662,2368,134,-32,225.2,4.3
"12014","Latvia",2000,"VD",202.438,79.143,110.423,-30.416,12.872,32.958,0.271
"12015","Latvia",2001,"VD",208.989,92.322,103.012,-32.625,13.655,33.969,0.83
"12016","Latvia",2002,"VD",217.037,102.258,101.69,-35.922,13.088,31.399,0.66
"12017","Latvia",2003,"VD",238.419,104.489,119.268,-22.627,14.662,30.467,0.691
"12018","Latvia",2004,"VD",270.866,110.892,145.155,-7.172,14.819,28.991,0.148
"12019","Latvia",2005,"VD",267.775,124.838,126.27,-45.6,16.668,25.577,0.947
"12020","Latvia",2006,"VD",311.577,136.656,158.336,-51.387,16.585,23.996,0.283
"12021","Latvia",2007,"VD",383.79,144.772,220.165,-34.529,18.853,18.685,0.461
"12022","Latvia",2008,"VD",488.613,186.558,283.539,-3.462,18.516,29.121,1.631
"12023","Latvia",2009,"VD",511.489,176.906,315.76,53.805,18.823,25.672,2.096
"12024","Latvia",2010,"VD",524.865,169.025,444.845,179.593,-89.006,25.041,0.632
"12025","Latvia",2011,"VD",525.075,172.102,444.192,158.777,-91.22,25.544,0.405
"12026","Latvia",2012,"VD",524.846,183.069,506.79,189.556,-165.012,24.073,0.254
"12027","Latvia",2013,"VD",488.773,187.055,486.357,164.059,-184.639,24.347,0.225
"12028","Latvia",2014,"VD",420.523,194.207,430.669,100.302,-204.352,24.109,0.224
"12029","Latvia",2015,"VD",507.852,198.706,496.206,166.444,-187.059,23.0798,0.8297
"12030","Latvia",2016,"VD",638.007,217.673,576.774,259.483,-156.439,21.3595,1.2277
"12031","Latvia",2017,"VD",681.05,229.398,618.741,294.237,-167.089,22.9103,1.0954
"12032","Iceland",2008,"VO",76757.9467,63393.5528,13364.3939,178.1445,NA,21.3498,0.0068
"12033","Iceland",2009,"VO",78077.7855,62101.5944,15976.1911,577.2687,NA,18.8403,0.0072
"12034","Iceland",2010,"VO",78205.675,61874.08,16331.595,635.6183,NA,18.7712,0.01
"12035","Iceland",2011,"VO",89741.4816,71355.2949,18386.1867,791.9503,NA,19.356,0.0059
"12036","Iceland",2012,"VO",96902.4235,77060.7905,19841.633,827.056,NA,19.1626,0.0069
"12037","Iceland",2013,"VO",93120.6119,77953.9681,15166.6438,728.4533,NA,19.0988,0.0065
"12038","Iceland",2014,"VO",99829.4828,81189.0168,18640.466,939.9968,NA,19.1463,0.0077
"12039","Iceland",2015,"VO",108641.4301,89868.6014,18772.8287,493.9387,NA,19.5703,0.0072
"12040","Iceland",2016,"VO",112433.8623,93677.3536,18756.5087,1068.3336,NA,19.3902,0.0074
"12041","Latvia",2000,"VK",202.998,142.658,54.252,14.766,6.088,29.565,0.492
"12042","Latvia",2001,"VK",253.005,130.167,115.08,71.629,7.758,30.392,0.872
"12043","Latvia",2002,"VK",275.524,146.477,119.127,69.34,9.92,29.675,0.569
"12044","Latvia",2003,"VK",305.691,160.676,128.441,70.285,16.574,30.321,0.497
"12045","Latvia",2004,"VK",375.681,190.758,165.195,98.225,19.728,32.576,0.733
"12046","Latvia",2005,"VK",530.898,241.553,265.658,185.695,23.687,35.288,1.018
"12047","Latvia",2006,"VK",782.377,319.54,435.704,340.354,27.134,37.852,1.407
"12048","Latvia",2007,"VK",1040.763,412.53,595.689,482.966,32.544,38.342,0.659
"12049","Latvia",2008,"VK",1224.345,502.702,686.981,567.681,34.662,42.313,0.694
"12050","Latvia",2009,"VK",607.687,414.528,162.761,48.917,30.398,35.669,1.93
"12051","Latvia",2010,"VK",538.701,350.605,153.067,39.339,35.029,30.608,1.116
"12052","Latvia",2011,"VK",727.103,364.488,324.895,216.353,37.72,33.274,1.069
"12053","Latvia",2012,"VK",806.345,379.435,371.778,266.33,55.132,31.107,1.688
"12054","Latvia",2013,"VK",817.713,388.48,384.978,281.094,44.256,30.314,0.993
"12055","Latvia",2014,"VK",942.868,405.065,499.43,398.616,38.372,28.859,1.653
"12056","Latvia",2015,"VK",1002.904,419.396,548.109,455.218,35.399,27.9085,1.219
"12057","Latvia",2016,"VK",1044.617,466.554,536.969,457.46,41.094,29.5242,2.3369
"12058","Latvia",2017,"VK",917.591,496.738,378.857,297.582,41.996,29.0413,1.5658
"12059","Poland",2000,"VS",8255,3314,4899,4800,42,259.6531,159.5525
"12060","Poland",2001,"VS",9119,3269,5780,5671,70,252.5741,148.3904
"12061","Poland",2002,"VS",10349,3754,6530,6404,65,258.5129,151.2651
"12062","Poland",2003,"VS",10499,4266,6158,6023,75,262.6594,156.1327
"12063","Poland",2004,"VS",10391,5041,5417,5269,-67,247.3126,149.2478
"12064","Poland",2005,"VS",11778,6051,5912,5748,-185,296.3422,154.8586
"12065","Poland",2006,"VS",12772,5457,7510,7331,-195,370.9611,168.766
"12066","Poland",2007,"VS",13175,5273,8050,7851,-148,306.9146,163.2371
"12067","Poland",2008,"VS",13669,6071,7837,7613,-239,312.906,159.077
"12068","Poland",2009,"VS",14835,6463,8799,8540,-427,320.9893,155.1757
"12069","Poland",2010,"VS",16135,6704,9787,9515,-356,320.4853,180.8414
"12070","Poland",2011,"VS",16716,6986,9984,9683,-254,294.6273,181.404
"12071","Poland",2012,"VS",21361,8860,12876,12538,-375,298.841,170.4503
"12072","Poland",2013,"VS",21410,9630,12072,11713,-292,296.894,164.9713
"12073","Poland",2014,"VS",23136,9709,13805,13418,-378,292.6057,174.8097
"12074","Poland",2015,"VS",22975,8890,14533,14103,-448,306.725,176.5504
"12075","Poland",2016,"VS",23373,9058,14656,14189,-341,293.488,187.5428
"12076","Poland",2017,"VS",24769,9693,15359,14895,-283,311.3701,186.6613
"12077","Costa Rica",1991,"VP",36795.798,33836.6849,2715.2325,2512.4312,243.8806,105.275,1.339
"12078","Costa Rica",1992,"VP",47920.0324,45066.7117,2538.0211,2276.1209,315.2996,107.345,1.844
"12079","Costa Rica",1993,"VP",60090.3076,56166.8062,3508.9445,3176.1888,414.5569,118.744,1.029
"12080","Costa Rica",1994,"VP",75994.6072,70992.1928,4453.6411,4035.8918,548.7733,118.621,0.985
"12081","Costa Rica",1995,"VP",97743.8464,89806.4484,7242.3812,6677.3691,695.0167,128.636,1.766
"12082","Costa Rica",1996,"VP",126586.4206,111279.8953,14517.0823,13785.5422,789.4429,143.959,2.242
"12083","Costa Rica",1997,"VP",152642.0387,128089.7434,23578.5629,21614.8111,973.7323,165.343,3.174
"12084","Costa Rica",1998,"VP",192028.9159,162637.239,28220.6163,25937.8338,1171.0606,168.132,3.415
"12085","Costa Rica",1999,"VP",237690.4409,201410.876,34780.3041,31293.7999,1499.2609,164.894,4.059
"12086","Costa Rica",2000,"VP",288785.7528,239740.9205,47071.5798,42903.3968,1973.2526,181.435,4.679
"12087","Costa Rica",2001,"VP",337888.4335,284681.8326,51083.4823,45226.3209,2123.1185,174.128,3.202
"12088","Costa Rica",2002,"VP",394589.7901,331991.2048,60249.6328,53441.5823,2348.9525,179.264,4.417
"12089","Costa Rica",2003,"VP",458373.1677,386839.0656,68518.6269,57806.3982,3015.4752,191.315,3.53
"12090","Costa Rica",2004,"VP",522848.4053,440319.0989,79419.016,69120.4544,3110.2904,187.778,4.928
"12091","Costa Rica",2005,"VP",597426.4796,501138.2942,92600.5603,77003.1789,3687.6251,211.645,5.028
"12092","Costa Rica",2006,"VP",686515.0641,581580.0322,100558.7061,84866.1587,4376.3258,217.949,4.002
